threshold,precision,recall
0.09262380758859999,0.13512421732983235,1.0
0.09267690460456322,0.13515151515151516,1.0
0.09270101365121286,0.13517882400484946,1.0
0.09293824466029622,0.13520614389652386,1.0
0.09298396313880031,0.13523347483323225,1.0
0.09329112944803956,0.13526081682167407,1.0
0.09354891027953194,0.1352881698685541,1.0
0.09355337598808684,0.13531553398058252,1.0
0.0937185025263755,0.13516794819910968,0.9985052316890882
0.09385382939789232,0.1351953045942117,0.9985052316890882
0.09400432440546162,0.13522267206477734,0.9985052316890882
0.09406459144652381,0.13525005061753392,0.9985052316890882
0.09409516791989773,0.13527744025921426,0.9985052316890882
0.09410734851542935,0.1353322528363047,0.9985052316890882
0.0941294853017046,0.1353596757852077,0.9985052316890882
0.09430723111919632,0.13538710985002025,0.9985052316890882
0.0943478295596452,0.13541455503750252,0.9985052316890882
0.09462332525435335,0.1354420113544201,0.9985052316890882
0.09472564168352132,0.13546947880754412,0.9985052316890882
0.09481224853984237,0.1354969574036511,0.9985052316890882
0.09501490579690323,0.13552444714952322,0.9985052316890882
0.09517776041334669,0.13555194805194806,0.9985052316890882
0.09517828398675017,0.13557946011771868,0.9985052316890882
0.09552868897715133,0.13560698335363378,0.9985052316890882
0.0955909528515979,0.13563451776649746,0.9985052316890882
0.09574288193939064,0.13566206336311942,0.9985052316890882
0.095880205599871,0.13568962015031485,0.9985052316890882
0.09627708248127693,0.13571718813490452,0.9985052316890882
0.0963461549763238,0.13574476732371468,0.9985052316890882
0.09638375026034922,0.13577235772357724,0.9985052316890882
0.09674041202226742,0.13582757218381455,0.9985052316890882
0.09678080236697129,0.1358551962578808,0.9985052316890882
0.09696960630332196,0.13588283157038242,0.9985052316890882
0.0970971916612489,0.13591047812817905,0.9985052316890882
0.09711872924891463,0.13593813593813595,0.9985052316890882
0.09724200233299313,0.13596580500712396,0.9985052316890882
0.09735880691000309,0.13599348534201955,0.9985052316890882
0.0975296081879095,0.13602117694970475,0.9985052316890882
0.09766001942921054,0.1360488798370672,0.9985052316890882
0.09778119649830393,0.1360765940110002,0.9985052316890882
0.09780904081453623,0.1361043194784026,0.9985052316890882
0.09782909079289111,0.13613205624617894,0.9985052316890882
0.09784281259717166,0.1361598043212393,0.9985052316890882
0.09792494181009846,0.1361875637104995,0.9985052316890882
0.09797642077661585,0.1362153344208809,0.9985052316890882
0.09802456877732701,0.13624311645931061,0.9985052316890882
0.09813959562412937,0.13627090983272133,0.9985052316890882
0.09825840825124287,0.13629871454805143,0.9985052316890882
0.09828043183636799,0.1363265306122449,0.9985052316890882
0.09829694161482792,0.1363543580322515,0.9985052316890882
0.09879580176087883,0.13638219681502653,0.9985052316890882
0.09880635425649074,0.13641004696753115,0.9985052316890882
0.09887279777793934,0.136437908496732,0.9985052316890882
0.09890358524513311,0.13646578140960164,0.9985052316890882
0.09890647504882595,0.1364936657131181,0.9985052316890882
0.09906849109587033,0.13652156141426527,0.9985052316890882
0.09912738086246038,0.13654946852003272,0.9985052316890882
0.09915300024455082,0.13657738703741565,0.9985052316890882
0.09921916273817971,0.13660531697341513,0.9985052316890882
0.09923075158757093,0.13663325833503784,0.9985052316890882
0.0992396010164804,0.13666121112929625,0.9985052316890882
0.09925420397390082,0.13668917536320851,0.9985052316890882
0.09930514614763557,0.1367171510437986,0.9985052316890882
0.09936296634887028,0.13674513817809622,0.9985052316890882
0.09936326068047004,0.13677313677313677,0.9985052316890882
0.09936641396795994,0.1368011468359615,0.9985052316890882
0.09947407277732505,0.13682916837361736,0.9985052316890882
0.09950865160733646,0.13685720139315713,0.9985052316890882
0.09956047539385461,0.13688524590163934,0.9985052316890882
0.0996269272403637,0.1369133019061283,0.9985052316890882
0.0996537881209801,0.13694136941369414,0.9985052316890882
0.09966439989830717,0.13696944843141276,0.9985052316890882
0.09975359986209877,0.13699753896636588,0.9985052316890882
0.09977974849091566,0.13702564102564102,0.9985052316890882
0.09993837700891428,0.13705375461633157,0.9985052316890882
0.1001919060886265,0.13708187974553662,0.9985052316890882
0.10026991154036546,0.13711001642036125,0.9985052316890882
0.10032477208264862,0.13713816464791623,0.9985052316890882
0.1003647860614515,0.1371663244353183,0.9985052316890882
0.10043942390471709,0.13719449578968987,0.9985052316890882
0.10053155343901916,0.1372226787181594,0.9985052316890882
0.10063564952957309,0.13725087322786111,0.9985052316890882
0.1006979765745445,0.13727907932593506,0.9985052316890882
0.10069913178908872,0.13730729701952724,0.9985052316890882
0.1007952001783058,0.13733552631578946,0.9985052316890882
0.10081972728859172,0.13736376722187948,0.9985052316890882
0.10088676609033986,0.13739201974496093,0.9985052316890882
0.10096168176119673,0.13742028389220326,0.9985052316890882
0.10097365920400432,0.1374485596707819,0.9985052316890882
0.10099126720659284,0.13747684708787816,0.9985052316890882
