mean_predicted_prob,fraction_of_positives
0.08764959615298094,0.003968253968253968
0.15013738018865605,0.015426497277676952
0.24705719353464717,0.030632411067193676
0.3455657804870324,0.054274084124830396
0.4481545381253047,0.10288808664259928
0.5510343760932824,0.16879795396419436
0.6513517996096778,0.2641509433962264
0.7534072400817853,0.31076923076923074
0.8455874313400813,0.5137931034482759
0.925890440287687,0.8541666666666666
